batsmen,bowler,1s,2s,3s,4s,5s,6s,wickets
A Choudhary,Ben Cutting,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Choudhary,JP Faulkner,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Choudhary,Mohit Sharma,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Flintoff,A Nehra,0.25,0.25,0.0,0.0,0.0,0.0,0.25
A Flintoff,DL Vettori,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
A Flintoff,DP Nannes,0.5,0.25,0.0,0.0,0.0,0.0,0.25
A Flintoff,DW Steyn,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Flintoff,Dwayne Bravo,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
A Flintoff,Harbhajan Singh,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Flintoff,KP Pietersen,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Flintoff,Manoj Tiwary,0.375,0.125,0.125,0.125,0.0,0.125,0.125
A Flintoff,P Kumar,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Flintoff,Pradeep Sangwan,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Flintoff,RR Raje,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Flintoff,SL Malinga,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Flintoff,ST Jayasuriya,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
A Flintoff,Z Khan,0.125,0.125,0.125,0.125,0.0,0.125,0.125
A Kumble,A Flintoff,0.5,0.0,0.0,0.0,0.0,0.0,0.0
A Kumble,AB McDonald,0.5,0.0,0.0,0.0,0.0,0.0,0.0
A Kumble,Amit Mishra,0.5,0.0,0.0,0.0,0.0,0.0,0.0
A Kumble,CRD Fernando,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
A Kumble,Dwayne Bravo,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
A Kumble,Harbhajan Singh,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
A Kumble,Harmeet Singh,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
A Kumble,IK Pathan,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
A Kumble,JA Morkel,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
A Kumble,M Muralitharan,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
A Kumble,Piyush Chawla,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
A Kumble,R McLaren,0.2,0.2,0.0,0.2,0.0,0.0,0.0
A Kumble,RJ Harris,0.25,0.25,0.0,0.25,0.0,0.0,0.0
A Kumble,RP Singh,0.4,0.2,0.0,0.2,0.0,0.0,0.0
A Kumble,Ravindra Jadeja,0.4,0.2,0.0,0.2,0.0,0.0,0.0
A Kumble,SK Warne,0.25,0.25,0.0,0.25,0.0,0.0,0.0
A Kumble,SL Malinga,0.25,0.25,0.0,0.25,0.0,0.0,0.0
A Kumble,Sohail Tanvir,0.25,0.25,0.0,0.25,0.0,0.0,0.25
A Kumble,VRV Singh,0.4,0.2,0.0,0.2,0.0,0.0,0.2
A Kumble,YA Abdulla,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
A Mithun,Amit Mishra,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Mithun,DL Vettori,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Mithun,Dwayne Bravo,0.25,0.0,0.0,0.25,0.0,0.0,0.25
A Mithun,M Morkel,0.25,0.0,0.0,0.25,0.0,0.0,0.25
A Mithun,PC Valthaty,0.25,0.25,0.0,0.25,0.0,0.0,0.25
A Mithun,Piyush Chawla,0.25,0.25,0.0,0.25,0.0,0.0,0.25
A Mithun,RJ Harris,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Mithun,Ravichandran Ashwin,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Mithun,Sunil Narine,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Mithun,Suresh Raina,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666
A Mukund,A Chandila,0.75,0.25,0.0,0.0,0.0,0.0,0.0
A Mukund,JP Faulkner,0.375,0.125,0.0,0.0,0.0,0.0,0.0
A Mukund,S Sreesanth,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
A Mukund,SK Trivedi,0.25,0.25,0.0,0.0,0.0,0.0,0.25
A Mukund,Shane Watson,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
A Mukund,Sohail Tanvir,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
A Nehra,AD Mascarenhas,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
A Nehra,Andre Russell,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
A Nehra,Dwayne Bravo,0.5,0.0,0.0,0.0,0.0,0.0,0.5
A Nehra,GB Hogg,0.5,0.0,0.0,0.0,0.0,0.0,0.5
A Nehra,Harmeet Singh,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
A Nehra,IK Pathan,0.1,0.0,0.0,0.1,0.0,0.0,0.1
A Nehra,J Theron,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Nehra,Joginder Sharma,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Nehra,Kieron Pollard,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Nehra,MA Starc,0.25,0.0,0.0,0.25,0.0,0.0,0.25
A Nehra,MR Marsh,0.25,0.0,0.0,0.25,0.0,0.0,0.25
A Nehra,Mitchell Johnson,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Nehra,NLTC Perera,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Nehra,NM Coulter-Nile,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
A Nehra,P Awana,0.25,0.0,0.0,0.25,0.0,0.0,0.25
A Nehra,Rohit Sharma,0.25,0.0,0.0,0.25,0.0,0.25,0.25
A Nehra,S Sreesanth,0.2,0.0,0.0,0.2,0.0,0.2,0.2
A Nehra,SL Malinga,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Nehra,SW Tait,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Nehra,Stuart Binny,0.2,0.2,0.0,0.2,0.0,0.2,0.2
A Nehra,Sunil Narine,0.2,0.2,0.0,0.2,0.0,0.2,0.2
A Nehra,VRV Singh,0.2,0.2,0.0,0.2,0.0,0.2,0.2
A Nehra,WPUJC Vaas,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Symonds,A Kumble,0.38461538461538464,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385
A Symonds,A Nehra,0.2,0.2,0.0,0.1,0.0,0.0,0.2
A Symonds,AB Agarkar,0.65,0.1,0.0,0.05,0.0,0.05,0.05
A Symonds,AB Dinda,0.6842105263157895,0.10526315789473684,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842
A Symonds,AC Thomas,0.25,0.25,0.0,0.125,0.0,0.125,0.125
A Symonds,AD Mathews,0.3,0.2,0.0,0.1,0.0,0.1,0.1
A Symonds,AL Menaria,0.125,0.25,0.0,0.125,0.0,0.125,0.125
A Symonds,AP Dole,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Symonds,Amit Mishra,0.2857142857142857,0.16666666666666666,0.0,0.023809523809523808,0.0,0.11904761904761904,0.07142857142857142
A Symonds,Anand Rajan,0.06666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.0,0.3333333333333333,0.2
A Symonds,B Akhil,0.125,0.4375,0.0,0.0625,0.0,0.3125,0.1875
A Symonds,B Lee,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.0,0.3333333333333333,0.2
A Symonds,BA Bhatt,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.45454545454545453,0.2727272727272727
A Symonds,BJ Hodge,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5555555555555556,0.3333333333333333
A Symonds,Bipul Sharma,0.3,0.1,0.1,0.1,0.0,0.1,0.3
A Symonds,CK Langeveldt,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855
A Symonds,Chris Gayle,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Symonds,D Salunkhe,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Symonds,DE Bollinger,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
A Symonds,DJ Hussey,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333
A Symonds,DP Nannes,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705
A Symonds,DW Steyn,0.32,0.12,0.04,0.16,0.0,0.04,0.04
A Symonds,Dan Christian,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142
A Symonds,Dwayne Bravo,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
A Symonds,GD McGrath,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111
A Symonds,IK Pathan,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
A Symonds,Ishant Sharma,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555
A Symonds,J Botha,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Symonds,J Theron,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
A Symonds,JA Morkel,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
A Symonds,JE Taylor,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
A Symonds,JH Kallis,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.0,0.05263157894736842,0.05263157894736842
A Symonds,JM Kemp,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693
A Symonds,JR Hopes,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693
A Symonds,Joginder Sharma,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693
A Symonds,KP Appanna,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
A Symonds,Kieron Pollard,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Symonds,L Balaji,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667
A Symonds,M Kartik,0.4,0.08,0.04,0.04,0.0,0.08,0.04
A Symonds,M Morkel,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684,0.05263157894736842
A Symonds,M Muralitharan,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456
A Symonds,MB Parmar,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142
A Symonds,MC Henriques,0.1,0.2,0.1,0.3,0.0,0.2,0.1
A Symonds,MF Maharoof,0.1,0.2,0.1,0.3,0.0,0.2,0.1
A Symonds,MM Patel,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667
A Symonds,Mashrafe Mortaza,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.08333333333333333
A Symonds,Mohammad Asif,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.0,0.14285714285714285,0.07142857142857142
A Symonds,Mohammad Hafeez,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.0,0.09523809523809523,0.047619047619047616
A Symonds,P Kumar,0.25,0.0625,0.0625,0.125,0.0,0.0625,0.0625
A Symonds,PD Collingwood,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
A Symonds,PP Ojha,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
A Symonds,Pankaj Singh,0.4,0.1,0.1,0.1,0.0,0.1,0.1
A Symonds,Piyush Chawla,0.4074074074074074,0.2222222222222222,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035
A Symonds,Pradeep Sangwan,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142
A Symonds,R Bhatia,0.15384615384615385,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693
A Symonds,R McLaren,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091
A Symonds,R Vinay Kumar,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
A Symonds,RE van der Merwe,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
A Symonds,RJ Harris,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
A Symonds,RR Powar,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
A Symonds,Ravichandran Ashwin,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
A Symonds,Ravindra Jadeja,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
A Symonds,Rohit Sharma,0.2,0.1,0.1,0.1,0.0,0.1,0.1
A Symonds,S Ladda,0.25,0.125,0.125,0.125,0.0,0.125,0.125
A Symonds,S Narwal,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111
A Symonds,S Randiv,0.1,0.1,0.1,0.1,0.0,0.1,0.1
A Symonds,S Sreesanth,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.07692307692307693
A Symonds,SB Jakati,0.19047619047619047,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.0,0.09523809523809523,0.047619047619047616
A Symonds,SE Bond,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091
A Symonds,SJ Srivastava,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091
A Symonds,SK Trivedi,0.47619047619047616,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.0,0.09523809523809523,0.047619047619047616
A Symonds,SK Warne,0.42105263157894735,0.13157894736842105,0.02631578947368421,0.07894736842105263,0.0,0.10526315789473684,0.02631578947368421
A Symonds,SL Malinga,0.45714285714285713,0.14285714285714285,0.02857142857142857,0.08571428571428572,0.0,0.11428571428571428,0.02857142857142857
A Symonds,SW Tait,0.0625,0.3125,0.0625,0.1875,0.0,0.25,0.0625
A Symonds,Shane Watson,0.15384615384615385,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.0,0.15384615384615385,0.038461538461538464
A Symonds,Suresh Raina,0.22727272727272727,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.0,0.18181818181818182,0.045454545454545456
A Symonds,T Thushara,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.0,0.2222222222222222,0.05555555555555555
A Symonds,TM Dilshan,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693
A Symonds,Umesh Yadav,0.25,0.25,0.05,0.1,0.0,0.1,0.05
A Symonds,VY Mahesh,0.0625,0.3125,0.0625,0.125,0.0,0.125,0.0625
A Symonds,Virat Kohli,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091
A Symonds,WA Mota,0.3125,0.1875,0.0625,0.125,0.0,0.0625,0.0625
A Symonds,WD Parnell,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091
A Symonds,Y Nagar,0.2,0.3,0.1,0.2,0.0,0.1,0.1
A Symonds,Yusuf Pathan,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
A Symonds,Yuvraj Singh,0.3684210526315789,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.10526315789473684
A Symonds,Z Khan,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333
A Uniyal,DP Nannes,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Uniyal,S Ladda,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
A Uniyal,SL Malinga,0.5,0.0,0.0,0.0,0.0,0.0,0.5
A Zampa,A Nehra,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Zampa,Amit Mishra,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
A Zampa,Z Khan,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
AA Bilakhia,A Kumble,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
AA Bilakhia,A Nehra,0.15384615384615385,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0
